statinfo,unit,stk_flow,country,year,value
Annual value,"Current prices, euro per capita",Losses,Norway,1993,20.64
Annual value,"Current prices, euro per capita",Losses,Norway,1994,11.76
Annual value,"Current prices, euro per capita",Losses,Norway,1995,118.6
Annual value,"Current prices, euro per capita",Losses,Norway,1996,9.81
Annual value,"Current prices, euro per capita",Losses,Norway,1997,0.0
Annual value,"Current prices, euro per capita",Losses,Norway,1998,0.0
Annual value,"Current prices, euro per capita",Losses,Norway,1999,0.0
Annual value,"Current prices, euro per capita",Losses,Norway,2000,16.92
Annual value,"Current prices, euro per capita",Losses,Norway,2001,5.98
Annual value,"Current prices, euro per capita",Losses,Norway,2002,0.0
Annual value,"Current prices, euro per capita",Losses,Norway,2003,3.29
Annual value,"Current prices, euro per capita",Losses,Norway,2004,1.52
Annual value,"Current prices, euro per capita",Losses,Norway,2005,35.69
Annual value,"Current prices, euro per capita",Losses,Norway,2006,8.37
Annual value,"Current prices, euro per capita",Losses,Norway,2007,4.67
Annual value,"Current prices, euro per capita",Losses,Norway,2008,1.68
Annual value,"Current prices, euro per capita",Losses,Norway,2009,0.0
Annual value,"Current prices, euro per capita",Losses,Norway,2010,0.0
Annual value,"Current prices, euro per capita",Losses,Norway,2011,54.31
Annual value,"Current prices, euro per capita",Losses,Norway,2012,8.77
Annual value,"Current prices, euro per capita",Losses,Norway,2013,40.36
Annual value,"Current prices, euro per capita",Losses,Norway,2014,10.51
Annual value,"Current prices, euro per capita",Losses,Norway,2015,35.08
Annual value,"Current prices, euro per capita",Losses,Norway,2016,28.66
Annual value,"Current prices, euro per capita",Losses,Norway,2017,25.58
Annual value,"Current prices, euro per capita",Losses,Norway,2018,15.25
Annual value,"Current prices, euro per capita",Losses,Norway,2019,15.89
Annual value,"Current prices, euro per capita",Losses,Norway,2020,4.46
Annual value,"Current prices, euro per capita",Losses,Norway,2021,19.6
Annual value,"Current prices, euro per capita",Losses,Norway,2022,10.81
Annual value,"Current prices, euro per capita",Losses,Norway,2023,70.66
Annual value,"Current prices, euro per capita",Losses,Poland,1980,81.8
Annual value,"Current prices, euro per capita",Losses,Poland,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1982,22.74
Annual value,"Current prices, euro per capita",Losses,Poland,1983,8.42
Annual value,"Current prices, euro per capita",Losses,Poland,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1985,41.88
Annual value,"Current prices, euro per capita",Losses,Poland,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1987,20.23
Annual value,"Current prices, euro per capita",Losses,Poland,1988,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1990,7.82
Annual value,"Current prices, euro per capita",Losses,Poland,1991,0.58
Annual value,"Current prices, euro per capita",Losses,Poland,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1994,0.05
Annual value,"Current prices, euro per capita",Losses,Poland,1995,0.1
Annual value,"Current prices, euro per capita",Losses,Poland,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,1997,173.25
Annual value,"Current prices, euro per capita",Losses,Poland,1998,0.03
Annual value,"Current prices, euro per capita",Losses,Poland,1999,0.52
Annual value,"Current prices, euro per capita",Losses,Poland,2000,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2001,36.05
Annual value,"Current prices, euro per capita",Losses,Poland,2002,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2003,15.02
Annual value,"Current prices, euro per capita",Losses,Poland,2004,8.07
Annual value,"Current prices, euro per capita",Losses,Poland,2005,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2006,0.03
Annual value,"Current prices, euro per capita",Losses,Poland,2007,2.86
Annual value,"Current prices, euro per capita",Losses,Poland,2008,2.62
Annual value,"Current prices, euro per capita",Losses,Poland,2009,2.86
Annual value,"Current prices, euro per capita",Losses,Poland,2010,94.31
Annual value,"Current prices, euro per capita",Losses,Poland,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2012,0.16
Annual value,"Current prices, euro per capita",Losses,Poland,2013,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2014,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2015,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2016,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2017,2.11
Annual value,"Current prices, euro per capita",Losses,Poland,2018,23.44
Annual value,"Current prices, euro per capita",Losses,Poland,2019,0.0
Annual value,"Current prices, euro per capita",Losses,Poland,2020,1.35
Annual value,"Current prices, euro per capita",Losses,Poland,2021,0.81
Annual value,"Current prices, euro per capita",Losses,Poland,2022,0.03
Annual value,"Current prices, euro per capita",Losses,Poland,2023,0.03
Annual value,"Current prices, euro per capita",Losses,Portugal,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1982,0.2
Annual value,"Current prices, euro per capita",Losses,Portugal,1983,83.55
Annual value,"Current prices, euro per capita",Losses,Portugal,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1985,38.91
Annual value,"Current prices, euro per capita",Losses,Portugal,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1987,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1988,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1990,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1991,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1994,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1995,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1996,11.92
Annual value,"Current prices, euro per capita",Losses,Portugal,1997,5.64
Annual value,"Current prices, euro per capita",Losses,Portugal,1998,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,1999,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2000,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2001,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2002,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2003,454.35
Annual value,"Current prices, euro per capita",Losses,Portugal,2004,152.62
Annual value,"Current prices, euro per capita",Losses,Portugal,2005,182.89
Annual value,"Current prices, euro per capita",Losses,Portugal,2006,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2007,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2008,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2009,3.97
Annual value,"Current prices, euro per capita",Losses,Portugal,2010,147.36
Annual value,"Current prices, euro per capita",Losses,Portugal,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2012,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2013,69.03
Annual value,"Current prices, euro per capita",Losses,Portugal,2014,0.0
Annual value,"Current prices, euro per capita",Losses,Portugal,2015,0.67
Annual value,"Current prices, euro per capita",Losses,Portugal,2016,26.65
Annual value,"Current prices, euro per capita",Losses,Portugal,2017,219.15
Annual value,"Current prices, euro per capita",Losses,Portugal,2018,17.42
Annual value,"Current prices, euro per capita",Losses,Portugal,2019,58.62
Annual value,"Current prices, euro per capita",Losses,Portugal,2020,9.74
Annual value,"Current prices, euro per capita",Losses,Portugal,2021,0.29
Annual value,"Current prices, euro per capita",Losses,Portugal,2022,113.67
Annual value,"Current prices, euro per capita",Losses,Portugal,2023,3.97
Annual value,"Current prices, euro per capita",Losses,Romania,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1982,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1983,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1985,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1987,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1988,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1990,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1991,16.87
Annual value,"Current prices, euro per capita",Losses,Romania,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1994,0.57
Annual value,"Current prices, euro per capita",Losses,Romania,1995,2.03
Annual value,"Current prices, euro per capita",Losses,Romania,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,1997,20.22
Annual value,"Current prices, euro per capita",Losses,Romania,1998,22.3
Annual value,"Current prices, euro per capita",Losses,Romania,1999,43.74
Annual value,"Current prices, euro per capita",Losses,Romania,2000,143.83
Annual value,"Current prices, euro per capita",Losses,Romania,2001,37.23
Annual value,"Current prices, euro per capita",Losses,Romania,2002,0.05
Annual value,"Current prices, euro per capita",Losses,Romania,2003,55.9
Annual value,"Current prices, euro per capita",Losses,Romania,2004,4.52
Annual value,"Current prices, euro per capita",Losses,Romania,2005,159.71
Annual value,"Current prices, euro per capita",Losses,Romania,2006,6.56
Annual value,"Current prices, euro per capita",Losses,Romania,2007,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,2008,30.63
Annual value,"Current prices, euro per capita",Losses,Romania,2009,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,2010,74.33
Annual value,"Current prices, euro per capita",Losses,Romania,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,2012,1.55
Annual value,"Current prices, euro per capita",Losses,Romania,2013,0.65
Annual value,"Current prices, euro per capita",Losses,Romania,2014,30.59
Annual value,"Current prices, euro per capita",Losses,Romania,2015,185.81
Annual value,"Current prices, euro per capita",Losses,Romania,2016,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,2017,2.09
Annual value,"Current prices, euro per capita",Losses,Romania,2018,7.7
Annual value,"Current prices, euro per capita",Losses,Romania,2019,0.0
Annual value,"Current prices, euro per capita",Losses,Romania,2020,25.17
Annual value,"Current prices, euro per capita",Losses,Romania,2021,1.67
Annual value,"Current prices, euro per capita",Losses,Romania,2022,60.21
Annual value,"Current prices, euro per capita",Losses,Romania,2023,0.84
Annual value,"Current prices, euro per capita",Losses,Sweden,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1982,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1983,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1985,1.2
Annual value,"Current prices, euro per capita",Losses,Sweden,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1987,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1988,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1990,1.29
Annual value,"Current prices, euro per capita",Losses,Sweden,1991,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1994,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1995,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1997,0.57
Annual value,"Current prices, euro per capita",Losses,Sweden,1998,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,1999,23.14
Annual value,"Current prices, euro per capita",Losses,Sweden,2000,1.24
Annual value,"Current prices, euro per capita",Losses,Sweden,2001,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2002,0.11
Annual value,"Current prices, euro per capita",Losses,Sweden,2003,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2004,1.56
Annual value,"Current prices, euro per capita",Losses,Sweden,2005,296.25
Annual value,"Current prices, euro per capita",Losses,Sweden,2006,0.11
Annual value,"Current prices, euro per capita",Losses,Sweden,2007,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2008,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2009,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2010,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2012,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2013,11.46
Annual value,"Current prices, euro per capita",Losses,Sweden,2014,20.32
Annual value,"Current prices, euro per capita",Losses,Sweden,2015,1.73
Annual value,"Current prices, euro per capita",Losses,Sweden,2016,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2017,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2018,9.14
Annual value,"Current prices, euro per capita",Losses,Sweden,2019,14.5
Annual value,"Current prices, euro per capita",Losses,Sweden,2020,6.47
Annual value,"Current prices, euro per capita",Losses,Sweden,2021,4.42
Annual value,"Current prices, euro per capita",Losses,Sweden,2022,0.0
Annual value,"Current prices, euro per capita",Losses,Sweden,2023,8.73
